+256
0.0000000000   -1192.490967
0.0002539062   -1991.851890
0.0005078125   -1606.434948
0.0007617187   -868.6041492
0.0010156250   -563.7931840
0.0012695312   -516.4058854
0.0015234375   -258.6949043
0.0017773437   128.31941918
0.0020312500   310.52486341
0.0022851562   326.26836477
0.0025390625   412.20342644
0.0027929687   522.36435846
0.0030468750   464.38115424
0.0033007812   298.54386108
0.0035546875   220.49112182
0.0038085937   208.36629516
0.0040625000   115.32659500
0.0043164062   -21.28222779
0.0045703125   -57.90217904
0.0048242187   -19.40552984
0.0050781250   -31.94972863
0.0053320312   -78.61394244
0.0055859375   -59.44411204
0.0058398437   -5.744891514
0.0060937500   -15.91013959
0.0063476562   -60.26869511
0.0066015625   -50.07726635
0.0068554687   -18.45268575
0.0071093750   -44.03809464
0.0073632812   -78.79924751
0.0076171875   -36.00318240
0.0078710937   32.366691673
0.0081250000   25.606484777
0.0083789062   -19.24508846
0.0086328125   -7.608184478
0.0088867187   26.255851109
0.0091406250   -7.609892079
0.0093945312   -69.10411408
0.0096484375   -55.76891294
0.0099023437   7.7506204155
0.0101562500   23.848528150
0.0104101562   7.1687436636
0.0106640625   42.577754090
0.0109179687   110.84940233
0.0111718750   127.40349285
0.0114257812   109.26803928
0.0116796875   136.70891045
0.0119335937   189.66800229
0.0121875000   185.87106939
0.0124414062   144.54666880
0.0126953125   151.09400227
0.0129492187   191.81291721
0.0132031250   182.74446163
0.0134570312   134.29167430
0.0137109375   129.77575995
0.0139648437   162.92954899
0.0142187500   150.77533255
0.0144726562   91.502434708
0.0147265625   61.300239680
0.0149804687   67.315983726
0.0152343750   46.263941167
0.0154882812   -2.117139671
0.0157421875   -17.92100989
0.0159960937   -6.688983148
0.0162500000   -29.65873429
0.0165039062   -79.18248096
0.0167578125   -91.65159180
0.0170117187   -72.02904419
0.0172656250   -79.71861193
0.0175195312   -104.4303899
0.0177734375   -81.89925395
0.0180273437   -21.12123940
0.0182812500   6.3759473595
0.0185351562   -7.582904778
0.0187890625   -8.911174748
0.0190429687   8.3433367858
0.0192968750   6.1051575602
0.0195507812   -4.896489006
0.0198046875   11.890763306
0.0200585937   30.986717242
0.0203125000   10.724445937
0.0205664062   -10.98082189
0.0208203125   18.090211914
0.0210742187   50.728230867
0.0213281250   16.657848867
0.0215820312   -39.66732802
0.0218359375   -32.78197491
0.0220898437   6.8624122576
0.0223437500   -5.136480875
