+256
0.0225976562   -43.93296697
0.0228515625   -29.86078038
0.0231054687   9.0323454738
0.0233593750   -5.560203776
0.0236132812   -36.04984949
0.0238671875   4.6681660414
0.0241210937   73.110501166
0.0243750000   65.545493692
0.0246289062   15.955186226
0.0248828125   29.290338144
0.0251367187   71.226957200
0.0253906250   34.590329365
0.0256445312   -36.83171003
0.0258984375   -18.05476642
0.0261523437   50.514947317
0.0264062500   27.803663096
0.0266601562   -59.28406996
0.0269140625   -68.55962511
0.0271679687   -22.88641983
0.0274218750   -60.61813119
0.0276757812   -142.9816434
0.0279296875   -112.2749013
0.0281835937   -10.92369703
0.0284375000   -14.19051322
0.0286914062   -71.94762903
0.0289453125   16.683121411
0.0291992187   190.58915713
0.0294531250   202.96016647
0.0297070312   106.04293445
0.0299609375   181.77174504
0.0302148437   361.38838430
0.0304687500   273.99795175
0.0307226562   -39.57640637
0.0309765625   -120.5694236
0.0312304687   9.9853270459
0.0314843750   -272.3721658
0.0317382812   -1010.498663
0.0319921875   -1184.120420
0.0322460937   -148.7770609
0.0325000000   1110.5486339
0.0327539062   1137.4098303
0.0330078125   24.549337888
0.0332617187   -775.1542254
0.0335156250   -509.7590199
0.0337695312   87.167013123
0.0340234375   188.29214674
0.0342773437   -6.503103392
0.0345312500   39.462363589
0.0347851562   238.51629143
0.0350390625   212.96695056
0.0352929687   29.652823882
0.0355468750   -1.982944685
0.0358007812   85.350631969
0.0360546875   52.845740103
0.0363085937   -68.58467772
0.0365625000   -83.17040995
0.0368164062   -24.25251542
0.0370703125   -55.95670118
0.0373242187   -133.1121177
0.0375781250   -103.2550899
0.0378320312   -16.80742773
0.0380859375   -23.05319361
0.0383398437   -75.25415128
0.0385937500   -31.17944456
0.0388476562   60.432302176
0.0391015625   52.469487883
0.0393554687   -18.06087937
0.0396093750   -7.727076718
0.0398632812   58.200853859
0.0401171875   47.941379719
0.0403710937   -12.34154314
0.0406250000   9.6490583154
0.0408789062   92.838967560
0.0411328125   99.928133135
0.0413867187   32.357664660
0.0416406250   15.762083291
0.0418945312   61.655283053
0.0421484375   65.074429447
0.0424023437   18.422189434
0.0426562500   16.585518550
0.0429101562   61.736052038
0.0431640625   62.239145212
0.0434179687   18.340138132
0.0436718750   20.398283876
0.0439257812   67.587398530
0.0441796875   69.261973425
0.0444335937   23.598653110
0.0446875000   19.761041271
0.0449414062   62.553570770
0.0451953125   64.488730325
0.0454492187   15.035660814
0.0457031250   -5.840830340
0.0459570312   13.183468938
0.0462109375   0.7334163409
0.0464648437   -48.21297547
0.0467187500   -64.63514256
0.0469726562   -51.71701205
0.0472265625   -85.21512477
0.0474804687   -160.1978337
0.0477343750   -188.0387996
0.0479882812   -155.8535152
0.0482421875   -141.4959518
0.0484960937   -160.1697516
0.0487500000   -143.7737126
0.0490039062   -85.59003296
0.0492578125   -59.08049686
0.0495117187   -75.94552566
0.0497656250   -67.20101473
0.0500195312   -21.93384570
0.0502734375   -5.338533199
0.0505273437   -23.17699640
0.0507812500   -7.836408937
0.0510351562   44.719008614
0.0512890625   62.897100226
0.0515429687   38.797397444
0.0517968750   40.027047521
0.0520507812   69.531857330
0.0523046875   57.271825012
0.0525585937   6.0022165300
0.0528125000   -2.201996853
0.0530664062   37.760163133
0.0533203125   40.982768681
0.0535742187   -5.195818788
0.0538281250   -19.05496818
0.0540820312   13.818933601
0.0543359375   14.190866389
0.0545898437   -29.24736561
0.0548437500   -32.58884529
0.0550976562   17.420933478
0.0553515625   32.374349635
0.0556054687   -6.893234173
0.0558593750   -11.55685944
0.0561132812   43.475990266
0.0563671875   73.168277333
0.0566210937   49.421804862
0.0568750000   48.949585469
0.0571289062   91.726401150
0.0573828125   100.70806373
0.0576367187   65.850121475
0.0578906250   74.320358654
0.0581445312   134.47632036
0.0583984375   151.22907794
0.0586523437   118.08691421
0.0589062500   139.03487718
0.0591601562   215.36355739
0.0594140625   220.90214902
0.0596679687   139.46479457
0.0599218750   100.87832819
0.0601757812   123.55645919
0.0604296875   67.369234566
0.0606835937   -87.44490511
0.0609375000   -180.6794852
0.0611914062   -175.4277003
0.0614453125   -232.9286783
0.0616992187   -383.1708784
0.0619531250   -435.9478778
0.0622070312   -344.8887561
0.0624609375   -311.1634595
0.0627148437   -369.2804337
0.0629687500   -265.9046218
0.0632226562   41.457203823
0.0634765625   220.74966066
0.0637304687   197.17333241
0.0639843750   424.59057592
0.0642382812   1042.4572240
0.0644921875   1265.6842343
0.0647460937   339.81433916
