    1    1.00E+000    3.8235303769E-010
    1    2.00E+000    4.4725134154E-008
    1    3.00E+000    5.5635233706E-007
    1    4.00E+000    3.1982724484E-006
    1    5.00E+000    1.2166880633E-005
    1    6.00E+000    3.5629877239E-005
    1    7.00E+000    8.6893707690E-005
    1    8.00E+000    1.8483368048E-004
    1    9.00E+000    3.5316357117E-004
    1    1.00E+001    6.1826845455E-004
    1    1.10E+001    1.0055630921E-003
    1    1.20E+001    1.5346373144E-003
    1    1.30E+001    2.2137619746E-003
    1    1.40E+001    3.0345967841E-003
    1    1.50E+001    3.9681063790E-003
    1    1.60E+001    4.9627045382E-003
    1    1.70E+001    5.9454793761E-003
    1    1.80E+001    6.8270029222E-003
    1    1.90E+001    7.5097268328E-003
    1    2.00E+001    7.8993731705E-003
    1    2.10E+001    7.9181311983E-003
    1    2.20E+001    7.5179676468E-003
    1    2.30E+001    6.6920473305E-003
    1    2.40E+001    5.4822237925E-003
    1    2.50E+001    3.9808425657E-003
    1    2.60E+001    2.3257034161E-003
    1    2.70E+001    6.8790123487E-004
    1    2.80E+001   -7.4669367267E-004
    1    2.90E+001   -1.8004883407E-003
    1    3.00E+001   -2.3289971681E-003
    1    3.10E+001   -2.2440667964E-003
    1    3.20E+001   -1.5319235882E-003
    1    3.30E+001   -2.6280110753E-004
    1    3.40E+001    1.4102350057E-003
    1    3.50E+001    3.2643279448E-003
    1    3.60E+001    5.0311712782E-003
    1    3.70E+001    6.4303638740E-003
    1    3.80E+001    7.2079278070E-003
    1    3.90E+001    7.1749891732E-003
    1    4.00E+001    6.2411019511E-003
    1    4.10E+001    4.4369457214E-003
    1    4.20E+001    1.9221842683E-003
    1    4.30E+001   -1.0239521507E-003
    1    4.40E+001   -4.0295076858E-003
    1    4.50E+001   -6.6717092259E-003
    1    4.60E+001   -8.5292328954E-003
    1    4.70E+001   -9.2382825254E-003
    1    4.80E+001   -8.5449303655E-003
    1    4.90E+001   -6.3462114142E-003
    1    5.00E+001   -2.7136124016E-003
    1    5.10E+001    2.1052501061E-003
    1    5.20E+001    7.7080794426E-003
    1    5.30E+001    1.3580569947E-002
    1    5.40E+001    1.9155309647E-002
    1    5.50E+001    2.3879457865E-002
    1    5.60E+001    2.7282289510E-002
    1    5.70E+001    2.9033513001E-002
    1    5.80E+001    2.8984406127E-002
    1    5.90E+001    2.7186118255E-002
    1    6.00E+001    2.3882613542E-002
    1    6.10E+001    1.9479203500E-002
    1    6.20E+001    1.4490917522E-002
    1    6.30E+001    9.4776136951E-003
    1    6.40E+001    4.9743955270E-003
    1    6.50E+001    1.4264082121E-003
    1    6.60E+001   -8.6354050612E-004
    1    6.70E+001   -1.7676954247E-003
    1    6.80E+001   -1.3419214111E-003
    1    6.90E+001    1.9147140510E-004
    1    7.00E+001    2.4849865959E-003
    1    7.10E+001    5.1261568374E-003
    1    7.20E+001    7.7081322686E-003
    1    7.30E+001    9.8990734814E-003
    1    7.40E+001    1.1497052123E-002
    1    7.50E+001    1.2457744987E-002
    1    7.60E+001    1.2886110218E-002
    1    7.70E+001    1.2990831634E-002
    1    7.80E+001    1.3010656768E-002
    1    7.90E+001    1.3132119733E-002
    1    8.00E+001    1.3424355862E-002
    1    8.10E+001    1.3814553642E-002
    1    8.20E+001    1.4115148007E-002
    1    8.30E+001    1.4093956146E-002
    1    8.40E+001    1.3559334173E-002
    1    8.50E+001    1.2425038395E-002
    1    8.60E+001    1.0731086900E-002
    1    8.70E+001    8.6238638966E-003
    1    8.80E+001    6.3239696163E-003
    1    8.90E+001    4.1117306226E-003
    1    9.00E+001    2.3289310011E-003
    1    9.10E+001    1.3523298909E-003
    1    9.20E+001    1.4863591818E-003
    1    9.30E+001    2.7832907583E-003
    1    9.40E+001    4.9007400500E-003
    1    9.50E+001    7.1490090521E-003
    1    9.60E+001    8.7728224260E-003
    1    9.70E+001    9.2982471441E-003
    1    9.80E+001    8.6682375743E-003
    1    9.90E+001    7.0765420999E-003
    1    1.00E+002    4.7589876893E-003
    1    1.01E+002    2.0705075988E-003
    1    1.02E+002   -2.6223059483E-004
    1    1.03E+002   -1.2639147748E-003
    1    1.04E+002   -4.1563585017E-004
    1    1.05E+002    1.7740869608E-003
    1    1.06E+002    4.1462207542E-003
    1    1.07E+002    5.7699819231E-003
    1    1.08E+002    6.1261148994E-003
    1    1.09E+002    4.7547291782E-003
    1    1.10E+002    1.7460041430E-003
    1    1.11E+002   -1.3376736317E-003
    1    1.12E+002   -2.3444100341E-003
    1    1.13E+002   -7.6715189615E-004
    1    1.14E+002    2.0148854609E-003
    1    1.15E+002    4.4427381897E-003
    1    1.16E+002    5.1773617448E-003
    1    1.17E+002    3.1398124101E-003
    1    1.18E+002   -5.2145574806E-004
    1    1.19E+002   -2.5246332193E-003
    1    1.20E+002   -1.4059579264E-003
    1    1.21E+002    1.3365708043E-003
    1    1.22E+002    3.8289527328E-003
    1    1.23E+002    4.2755092155E-003
    1    1.24E+002    1.7152184314E-003
    1    1.25E+002   -1.3972668121E-003
    1    1.26E+002   -1.8381942577E-003
    1    1.27E+002    5.1534013924E-005
    1    1.28E+002    2.3536357889E-003
    1    1.29E+002    3.6077723982E-003
    1    1.30E+002    2.4042044324E-003
    1    1.31E+002   -1.8871179195E-004
    1    1.32E+002   -1.0703981957E-003
    1    1.33E+002    1.4120296368E-004
    1    1.34E+002    1.6596640394E-003
    1    1.35E+002    2.6157302093E-003
    1    1.36E+002    2.3213726724E-003
    1    1.37E+002    7.7904267977E-004
    1    1.38E+002   -3.4660730866E-005
    1    1.39E+002    9.3531570140E-004
    1    1.40E+002    2.1753662561E-003
    1    1.41E+002    2.4618441945E-003
    1    1.42E+002    2.0356857494E-003
    1    1.43E+002    1.1755633121E-003
    1    1.44E+002    4.0262256623E-004
    1    1.45E+002    8.9842183255E-004
    1    1.46E+002    2.8467203237E-003
    1    1.47E+002    4.6724776703E-003
    1    1.48E+002    4.8993822549E-003
    1    1.49E+002    3.6300091755E-003
    1    1.50E+002    1.8540611720E-003
    1    1.51E+002    4.2455928459E-004
    1    1.52E+002    4.4950310375E-005
    1    1.53E+002    1.3257838865E-003
    1    1.54E+002    4.2177464538E-003
    1    1.55E+002    7.6517034835E-003
    1    1.56E+002    1.0127343064E-002
    1    1.57E+002    1.0713868682E-002
    1    1.58E+002    9.4958163682E-003
    1    1.59E+002    7.2526951808E-003
    1    1.60E+002    4.8985130107E-003
    1    1.61E+002    3.1704251546E-003
    1    1.62E+002    2.5955758151E-003
    1    1.63E+002    3.5075011649E-003
    1    1.64E+002    5.9810838990E-003
    1    1.65E+002    9.7521166846E-003
    1    1.66E+002    1.4245301715E-002
    1    1.67E+002    1.8742846734E-002
    1    1.68E+002    2.2613037628E-002
    1    1.69E+002    2.5484159475E-002
    1    1.70E+002    2.7297377168E-002
    1    1.71E+002    2.8246510724E-002
    1    1.72E+002    2.8660581379E-002
    1    1.73E+002    2.8889940984E-002
    1    1.74E+002    2.9232579737E-002
    1    1.75E+002    2.9907042286E-002
    1    1.76E+002    3.1058376165E-002
    1    1.77E+002    3.2777890482E-002
    1    1.78E+002    3.5122074747E-002
    1    1.79E+002    3.8124187085E-002
    1    1.80E+002    4.1798759822E-002
    1    1.81E+002    4.6142543956E-002
    1    1.82E+002    5.1135542194E-002
    1    1.83E+002    5.6744171208E-002
    1    1.84E+002    6.2926672758E-002
    1    1.85E+002    6.9639557475E-002
    1    1.86E+002    7.6843404358E-002
    1    1.87E+002    8.4506613302E-002
    1    1.88E+002    9.2606387167E-002
    1    1.89E+002    1.0112697289E-001
    1    1.90E+002    1.1005578709E-001
    1    1.91E+002    1.1937838475E-001
    1    1.92E+002    1.2907329638E-001
    1    1.93E+002    1.3910762057E-001
    1    1.94E+002    1.4943399731E-001
    1    1.95E+002    1.5998928568E-001
    1    1.96E+002    1.7069498679E-001
    1    1.97E+002    1.8145922877E-001
    1    1.98E+002    1.9217998061E-001
    1    1.99E+002    2.0274908536E-001
    1    2.00E+002    2.1305669016E-001
    1    2.01E+002    2.2299568498E-001
    1    2.02E+002    2.3246582683E-001
    1    2.03E+002    2.4137730710E-001
    1    2.04E+002    2.4965360324E-001
    1    2.05E+002    2.5723353488E-001
    1    2.06E+002    2.6407251199E-001
    1    2.07E+002    2.7014301605E-001
    1    2.08E+002    2.7543439431E-001
    1    2.09E+002    2.7995207204E-001
    1    2.10E+002    2.8371629995E-001
    1    2.11E+002    2.8676055632E-001
    1    2.12E+002    2.8912971758E-001
    1    2.13E+002    2.9087809963E-001
    1    2.14E+002    2.9206745763E-001
    1    2.15E+002    2.9276501489E-001
    1    2.16E+002    2.9304157538E-001
    1    2.17E+002    2.9296975790E-001
    1    2.18E+002    2.9262237650E-001
    1    2.19E+002    2.9207097956E-001
    1    2.20E+002    2.9138455138E-001
    1    2.21E+002    2.9062837323E-001
    1    2.22E+002    2.8986303748E-001
    1    2.23E+002    2.8914360637E-001
    1    2.24E+002    2.8851890751E-001
    1    2.25E+002    2.8803095975E-001
    1    2.26E+002    2.8771452556E-001
    1    2.27E+002    2.8759678904E-001
    1    2.28E+002    2.8769716116E-001
    1    2.29E+002    2.8802721668E-001
    1    2.30E+002    2.8859076788E-001
    1    2.31E+002    2.8938408099E-001
    1    2.32E+002    2.9039624001E-001
    1    2.33E+002    2.9160966032E-001
    1    2.34E+002    2.9300075071E-001
    1    2.35E+002    2.9454071823E-001
    1    2.36E+002    2.9619650435E-001
    1    2.37E+002    2.9793183526E-001
    1    2.38E+002    2.9970836316E-001
    1    2.39E+002    3.0148686953E-001
    1    2.40E+002    3.0322849649E-001
    1    2.41E+002    3.0489596873E-001
    1    2.42E+002    3.0645476580E-001
    1    2.43E+002    3.0787420410E-001
    1    2.44E+002    3.0912838920E-001
    1    2.45E+002    3.1019700204E-001
    1    2.46E+002    3.1106588788E-001
    1    2.47E+002    3.1172742356E-001
    1    2.48E+002    3.1218064695E-001
    1    2.49E+002    3.1243114178E-001
    1    2.50E+002    3.1249068123E-001
    1    2.51E+002    3.1237664371E-001
    1    2.52E+002    3.1211122454E-001
    1    2.53E+002    3.1172047573E-001
